,id_str,RA,DEC,merging_merger,file_loc
164,587741726583423011,13:07:42.82,+24:48:38.1,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/8c3d07d9-dab5-4b9a-ae4f-ec95c1f2f16a.png
165,587738067800752471,07:30:10.10,+45:38:03.9,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/e1915efe-5eea-498a-8304-f93b28ecfb62.png
166,587727179541905531,02:52:42.28,-07:41:11.9,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/1907e231-7640-4221-a024-bace764ae5b8.png
167,587742775103848560,13:19:48.00,+17:26:42.8,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/ec78799a-1ab5-4ebe-96f5-f1429302c547.png
168,587732579380232308,10:09:14.26,+07:13:08.6,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/8dab8d43-22b3-4a4d-a865-8c10618ce7c7.png
169,587729779055591602,14:23:58.99,-01:04:30.4,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/19f9b501-96de-41f0-9b31-2b6e04f9b696.png
170,588298663574306988,12:27:51.21,+47:52:50.1,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/a48ded67-4767-4344-9b6c-89a6c58cca05.png
171,587739706343030937,15:26:50.48,+20:41:32.8,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/49d6d1e2-e1c2-44b1-8c03-90a7e5d9c8c5.png
172,587745243085603002,09:09:13.80,+13:03:24.9,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/26792d7a-c117-43e9-9bdd-e61b7e2a9f78.png
173,587738617028018289,11:45:50.01,+37:12:42.5,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/e6879eb2-9a43-459b-95ac-5b5123c0d995.png
174,587738946667806930,09:24:38.14,+30:36:00.7,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/286160fb-2fe6-4cd3-9d0e-cbc5f029107f.png
175,587739844847599829,14:40:32.70,+20:52:18.2,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/7d9ee35b-5c4a-4b1d-ab99-fb02e7f97ce7.png
176,587732769982251143,12:14:29.06,+08:52:16.1,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/597ba49a-afe6-448b-b741-915443aa7760.png
177,587736915138117829,14:05:55.67,+13:01:09.5,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/97b24a66-4ff2-47e2-9ef4-3b2cba514462.png
178,588010358532145253,09:22:34.15,+03:05:01.3,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/9f69ee36-8d74-4be6-b18a-f6c91092eae6.png
179,588013382193512616,09:21:30.17,+42:03:57.5,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/9f6b79f4-c60f-466b-b9d9-1d4264aeb140.png
180,587725992502820896,16:52:29.10,+40:18:43.0,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/a9f50ab2-7dee-4f58-8629-0ffec3cf1ea7.png
181,588017111825645755,10:41:49.85,+45:26:23.0,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/901d9032-72d5-472b-b4af-ef67b94a01c8.png
182,587733603190636566,15:56:44.02,+44:02:15.7,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/b725b787-6cb5-4522-a6ec-43f6e565d5af.png
183,587731186739904624,23:51:43.22,+00:23:32.9,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/2daf6038-6fb7-4d41-a99a-9548bc498312.png
184,588017724409446523,13:42:09.93,+06:20:04.6,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/21c25a05-a297-49e8-8228-a541a35ddc4c.png
185,588015509284978830,02:22:33.94,+00:01:37.8,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/c4b935b4-a903-4620-a12f-89c0f2634d0a.png
186,587739647819645017,11:17:20.91,+31:56:46.3,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/ebea5f32-e25a-4509-b503-3a917c0da7e4.png
187,587725075531432104,09:39:31.83,+00:31:27.4,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/d230542d-3f05-4e0b-89a0-7cf463ababed.png
188,587733080272076894,11:15:31.47,+53:31:01.7,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/908345c2-8879-4f18-bde4-61914cdab955.png
189,587739407292498266,07:58:45.21,+16:19:11.8,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/1e9e726e-d1c4-488a-8343-225b0d99ad86.png
190,588017978381435177,16:36:01.77,+19:49:02.3,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/0bfe1f47-4a27-448f-974b-1f6031e23e04.png
191,587726031708160117,11:28:04.85,+01:40:42.5,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/73d6593d-515e-411d-9e15-ddce5a24d214.png
192,587728950126051468,10:43:16.02,+00:50:59.6,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/6e27efd2-3a32-472a-a5f0-8ccb2205d859.png
193,587725475492331636,10:16:51.92,+62:33:39.7,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/1dc3acd9-dc05-41c3-88b8-7753082c5d47.png
194,587724232109064225,01:57:18.40,+13:07:45.8,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/598ffaad-8543-4bf9-ac10-e9e6d4caa1b1.png
195,587744874248143425,08:04:57.93,+08:56:35.9,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/1fbbcc70-49fc-464f-bbe1-8622fa226e0e.png
196,588017977813827650,11:16:02.51,+38:11:27.7,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/e4d0e88c-e9c9-4542-a26e-7e07bbfa54e5.png
197,587727213348585779,21:41:07.90,-08:05:37.0,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/0c9a67d4-cb52-4da5-9e79-8e57ca0eabe3.png
198,588011217528488142,14:39:37.11,+56:50:25.1,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/40cd1b82-05c6-49fe-92ab-371e737353ab.png
199,587732471462953177,08:48:58.79,+36:21:41.9,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/59f808b6-d79e-4cb3-8139-02b6cc87772d.png
200,587739408382689366,10:28:39.00,+32:43:58.2,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/6382c3e2-a351-431c-837c-e0673be99f8f.png
201,588017626693107835,12:31:01.73,+45:01:29.4,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/7a336c2e-a035-44aa-9388-414ffa16ae0e.png
202,588297864724086874,10:27:48.21,+44:18:27.9,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/fd85560b-2ca6-4baa-b9a0-8c419c20a847.png
203,588011122504564883,12:49:14.40,+61:20:29.7,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/b1ef45d7-b433-4e18-883d-89c3346eb45e.png
204,588017625614188775,11:25:48.07,+43:24:18.7,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/666f7d06-987f-4455-9961-f8d3e967ee8d.png
205,587727223019536593,23:16:14.07,+15:09:27.4,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/e4527e9e-4e76-4dee-9654-78390b02f0b6.png
206,587739815318192471,16:14:08.16,+18:44:47.8,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/a87b521d-1e88-464a-89df-079bf86b6030.png
207,588015510339256495,23:24:59.99,+00:54:25.2,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/b66841d7-facb-46f9-98bb-f96213953b27.png
208,587727178996908137,01:38:17.72,-09:49:00.2,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/12a2bb8e-16c2-4741-baf9-9bae4f7aed30.png
209,587739608637767840,14:08:46.39,+29:08:26.2,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/999f194e-ecd7-4e4f-9074-7eefb4ae225e.png
210,588017627234500787,13:29:13.90,+44:15:17.9,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/a86acc28-ac89-47ca-a358-616d5ec83a71.png
211,588017115586756818,13:30:33.64,+46:13:07.1,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/a5012fac-b446-41a5-80fc-4d8286efe54e.png
212,588017702391644211,11:41:22.06,+11:25:28.9,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/4f8a6ef3-6ce8-4030-8212-cffd04c39b6c.png
213,587727180063506517,00:31:40.57,-09:27:08.5,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/9c810316-7ebb-4477-944d-3b8b7b39b8dc.png
214,587726015623266502,14:39:41.63,+02:19:18.6,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/618f9365-3b79-4a6f-9232-f92ad24ddea8.png
215,587742013820698826,12:19:01.79,+22:20:37.0,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/7f751c07-5fd4-4c00-9705-6080a97752d8.png
216,588017947198554164,11:07:43.30,+40:04:10.1,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/72ac11be-7721-4fd3-8ec1-87139baaa853.png
217,587739828216267132,16:33:47.66,+13:19:23.5,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/b3d574c9-cdfe-4df5-aed0-a14ce7de9dea.png
218,587736478664163498,14:23:45.48,+11:20:30.2,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/0ac367a0-79cc-4688-b545-4b4997a65f44.png
219,587732483290366057,13:12:19.01,+49:11:07.6,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/de7d4cce-a8dc-4084-bafe-fea8b676077d.png
220,587739407297740930,08:43:01.30,+22:20:07.0,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/9c20c461-0e29-490e-ba78-8ba1f3d38831.png
221,587726014016520468,15:14:52.54,+00:54:54.8,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/24d49ac6-5d8f-4422-9133-f73a2023d52a.png
222,587732136462974977,13:03:06.36,+52:40:04.2,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/cb97b753-6f0a-46e1-9515-9b98a6b0debb.png
223,588848900973854841,10:05:03.81,+00:44:35.6,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/0afb9e1e-4143-48a8-8480-4e28bfa01da8.png
224,587728308031455419,11:40:28.07,+01:58:52.2,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/3a2cd417-9c62-48b2-b28e-26b431e8d6bc.png
225,587725469059645606,08:52:10.38,+51:48:56.6,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/df9451a5-f4f0-46fe-ab32-6e881325f0b2.png
226,587733442120647031,15:40:29.78,+45:58:16.3,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/cea09136-6c6e-481c-8754-df8a312fb66c.png
227,587733441051296085,16:16:24.60,+38:29:49.9,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/b618e97a-a987-4193-a632-fe5865d94873.png
228,588017726013046833,12:38:06.27,+08:02:45.2,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/f1b7651e-99ee-484b-a2a6-095437138cef.png
229,587741721212354634,12:51:10.46,+26:47:40.6,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/7d7b2c9a-06a9-444d-8470-386641d361fd.png
230,587742012743614698,11:45:52.15,+21:13:49.9,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/2b5a4af6-d3a4-4ead-84f2-3b821a998966.png
231,587731886804959546,07:41:42.93,+28:45:46.7,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/7d368245-1756-4fa0-bf21-cb6600446ff3.png
232,588011102641455242,15:34:11.68,+52:18:35.7,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/d7038b44-a6b9-4281-99ac-e8d619863711.png
233,587736915679445176,14:46:57.60,+11:59:20.8,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/59784ea5-c314-467d-9f4b-da60a3404acd.png
234,587739827126403255,14:04:35.86,+24:16:39.3,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/d41aaed4-b61c-4852-85fe-d1fafbec9f81.png
235,587724198285410499,02:12:09.59,+12:59:23.0,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/db0bee98-06db-4942-a7bd-72f1fd041ef4.png
236,587742060513919020,08:49:04.28,+13:25:05.9,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/007434db-03a0-4973-af7f-89716ae9b622.png
237,587735662625816604,10:30:19.51,+39:43:20.0,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/a7b7339d-92b6-4f21-9f63-895eb6d784f2.png
238,587736526709653677,13:26:50.82,+08:20:18.2,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/9ae4034b-ca88-462a-9d99-7dea7d7733b0.png
239,588017702398984279,12:50:13.49,+11:26:34.0,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/9926f1bb-492a-4445-88d6-b25e6b7af925.png
240,587742012766159205,15:22:32.69,+15:14:51.4,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/dd9f673c-cced-4d11-bf11-32f77bcfa730.png
241,587741531711537181,11:21:26.25,+28:14:06.4,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/ca87bb76-a533-47ed-a251-ce27613cb08b.png
242,587730021727994369,16:10:57.12,+03:22:02.8,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/bd39e6ab-ca06-42da-accb-5646bf512410.png
243,587742593621557383,13:54:36.24,+16:03:55.1,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/cd4a2764-e7ab-400d-a740-7d76fa83a76c.png
244,587735667450118347,13:21:33.15,+57:38:51.9,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/d01f8f61-c0cf-490c-8cab-20c69829f64d.png
245,587731499722473664,10:19:02.79,+53:13:49.0,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/e842ce30-ceed-409b-91d7-810ee0b9f572.png
246,587727180608831596,01:50:02.93,-08:22:20.6,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/4ab5d375-7604-4d50-8bc2-8b2e45d84438.png
247,587733081878364291,10:11:53.10,+51:32:22.6,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/3ac89261-68cf-4733-aae1-7d313916e6f1.png
248,587724240151576684,02:34:57.67,-09:20:21.6,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/58c5947d-2fdb-4262-8e22-85c713b535e6.png
249,588848899377201415,12:12:55.67,-00:35:59.1,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/d1f88353-0a53-49a2-bd58-ff83118468a1.png
250,587742061615382633,13:14:49.03,+22:06:24.6,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/69f6c7d0-df9d-48af-98b6-74c66078f471.png
251,587735349108932820,11:50:37.09,+15:20:31.0,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/49355278-c93f-4423-8db0-1a6ef0205eee.png
252,588013381667323948,11:35:15.91,+50:44:09.2,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/76941830-f3b0-4348-a913-21cc7df84299.png
253,587733605868634207,14:54:57.89,+54:50:09.0,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/ce61b7f4-e48f-4ced-ac80-e5c4ca459949.png
254,587736585507766413,15:24:49.40,+32:36:16.0,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/964d3a22-aa3e-4aec-abc8-8571cff75eab.png
255,587729777452581070,15:33:40.92,-01:49:42.4,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/de4ab37c-b3a5-4ea0-a6d3-d60078d3705a.png
256,587731522274984162,08:12:07.98,+34:46:28.5,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/5c1092d0-ac1b-4d41-8f32-8fdd6ca314df.png
257,587739809951187035,14:25:34.65,+23:22:51.4,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/f8f41991-25b0-4e1b-a3d9-cf25f8a8a091.png
258,588016840704655929,07:50:00.48,+19:23:46.1,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/f0fa3784-2fc1-408d-b869-a03c8ab31f25.png
259,587726878880694946,21:57:43.46,-07:51:35.6,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/e402f273-bb28-4309-b6f0-eb6cb13207be.png
260,587722982838305151,15:43:44.11,-00:14:17.9,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/95ef5a38-d90f-47be-b254-0fe6faae9f80.png
261,587736813935460654,15:02:41.49,+12:02:50.0,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/bd4ef2f9-a146-45ca-9106-db2db3e00f6f.png
262,587728309101461686,11:06:01.91,+02:38:16.1,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/dabb9e2f-a3ef-4ba2-aa63-afbcc71b195b.png
263,587741709940031664,08:57:37.18,+19:09:40.7,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/138a2317-b9e2-45b7-97d0-64afc9b50edf.png
264,587741421634322747,08:10:42.54,+16:44:41.7,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/12abdb82-c5b8-4069-9555-953233f614d4.png
265,588017947199078475,11:13:47.56,+40:17:53.5,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/e777e623-3f84-49de-874f-45d498226164.png
266,588017990157336694,14:18:20.89,+07:43:54.3,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/b489a855-c7eb-4069-b4fa-ad3c7a2a31ac.png
267,587739505542365341,12:06:01.71,+32:18:15.8,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/cb795625-b466-4a5c-add2-67a64ece88d0.png
268,587739845925863642,15:23:33.15,+18:46:04.5,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/9dd4854d-c65c-47b4-87ff-e1f8560118f1.png
269,587731500800213147,11:17:01.19,+57:07:32.2,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/028bba35-6bab-492e-bfca-e6079031811e.png
270,588016892246425749,09:50:39.78,+36:20:26.1,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/6538226d-b555-4259-af45-2b050b772bbc.png
271,588010358013821059,12:12:04.00,+04:04:56.7,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/07d5dd8e-1f64-4fd6-b53b-60d9df0c22e6.png
272,588848898834759893,11:22:03.92,-01:00:41.3,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/b208fc66-e84e-435c-a8d8-76d61f5f0603.png
273,587742190435631228,11:14:52.05,+24:19:19.0,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/4936e092-ad32-47bd-abbd-dc439176252b.png
274,588018252680134853,15:17:23.51,+41:59:46.9,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/24dc55f3-3bff-430c-9e6b-d8f9ca2af054.png
275,587742772943716459,11:18:45.97,+15:44:23.7,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/669aac95-be53-4435-9179-d11d7a83ea06.png
276,587726032777511069,10:47:44.09,+02:27:18.9,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/131686aa-1e28-4b80-beb5-0064f20d9597.png
277,587733398094872656,13:35:36.84,+53:11:50.6,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/0cf44bf9-7f0f-473f-81d2-7897edbe138e.png
278,587725816424956108,15:41:51.30,+55:28:03.9,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/fa7849bb-d1e8-45bb-a1cf-f8c1d724f16e.png
279,587738569777938624,12:26:29.66,+15:14:38.4,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/df520a9e-3567-411a-b80f-35d0980056e9.png
280,587742572687786154,11:44:03.21,+19:48:03.9,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/64c8ad0a-f244-4cc8-a30b-1b3c5d60e557.png
281,588010360694112462,11:35:00.98,+05:57:58.4,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/198f7089-fc32-4442-96fa-f8abd10731fb.png
282,588013381670862997,12:26:39.62,+51:19:02.3,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/5d8409bd-29bc-4089-8c2d-45b54ce60d3d.png
283,587736753546658282,16:43:51.00,+26:32:47.1,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/dc65c9ab-f6d6-43fd-af92-6425c33fcd94.png
284,588017627235025087,13:35:59.61,+43:59:20.7,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/f1cf87b8-c85d-4fb5-96df-d6d8425efe48.png
285,587725489986076806,16:46:56.39,+63:34:32.3,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/d9208e1a-0432-415f-8ca9-749bfb29c5fd.png
286,587738195037651135,07:38:35.29,+45:13:20.4,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/2187d94d-7b2b-4365-b160-eb0524758aa1.png
287,587736782533099570,16:05:59.73,+33:16:31.6,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/1f1eaefa-62bf-4fc3-8aef-ad640686a5a4.png
288,587732772130586739,12:22:13.84,+10:34:13.9,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/0fb7c849-7e77-4dbc-92be-69095729a8d0.png
289,587731868014739576,09:57:46.88,+48:05:49.5,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/7ade215b-8772-4f69-998b-eb6f3471b232.png
290,588298663583285407,14:22:48.57,+43:26:52.2,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/d8b9cec7-b8cd-4be6-b84a-4702f97339f0.png
291,587739719757004885,13:30:04.69,+28:09:18.2,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/6d551ab2-88f0-4ca9-9256-81cabefb349d.png
292,587742615637787106,16:21:17.23,+13:03:18.0,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/bd94446c-0352-49e9-a441-45257a2e6c41.png
293,587733410451751124,15:21:59.75,+44:27:27.7,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/974e39f5-faac-4c5a-a04c-408fa342017f.png
294,587732701795385504,11:10:41.27,+06:34:52.2,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/eee42d51-3cea-4449-b854-245990e73454.png
295,588010879835046135,12:20:15.11,+05:36:14.5,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/146b065a-54f1-4cec-91b9-dadc4fb02a40.png
296,587736975815868863,16:23:08.95,+20:04:58.1,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/4e443791-c2d9-4c55-a7dd-3da6acb5ff9f.png
297,587742627449929880,14:37:59.72,+13:48:27.2,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/c7a1aa7b-37fd-4120-a26a-32e6961f2204.png
298,587742629071552583,16:19:25.78,+09:33:49.7,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/8cc6d246-0699-4dbf-8fa1-32e81ef1d1fe.png
299,588297865801695324,11:15:34.40,+47:25:39.9,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/edbcd625-22d7-49ed-93fa-29bb06d8cea8.png
300,587732701257924737,11:05:31.98,+06:09:09.5,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/cb9aa269-1e3c-4669-8fdb-1d457537ec43.png
301,587741708328436027,08:50:47.25,+17:10:20.7,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/3f9fa9fc-e29c-4717-9eb2-9bd696029768.png
302,588848901006754003,15:05:42.62,+00:40:58.0,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/8134df2f-b40d-4ff9-80b2-117f14a690d9.png
303,587733605331042520,14:44:00.10,+55:18:26.1,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/5e941f2f-d344-45b3-8b9c-054537ee6920.png
304,588297863641825400,09:00:55.15,+34:28:18.3,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/b1dcade2-5568-4da3-9579-3e574d8f57a2.png
305,587727874768240805,23:23:56.55,-09:53:15.7,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/1061c3b3-1848-48eb-ad95-8228e916cb33.png
306,588017978345717992,10:20:05.74,+35:41:00.9,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/5de9f218-8d14-4653-baf4-82d18e0a92bb.png
307,588010877686907019,12:14:09.41,+03:55:40.9,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/973f9947-61e7-45d5-b312-674d8c004dc3.png
308,587727866183483647,08:10:03.41,+41:01:07.8,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/7b7c7a19-b680-4111-9eac-3b6c56bef2ea.png
309,587728309102117056,11:12:15.38,+02:36:12.1,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/89e4acef-6856-4a77-a70d-762e2419c49c.png
310,588017626697302217,13:24:35.21,+43:51:11.1,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/97fe8522-8ff9-4890-87db-19ef839dedd4.png
311,587733609626730749,16:25:20.06,+40:35:29.1,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/141dfc0a-b9aa-4e6c-af9d-535814a45aa3.png
312,587732482737700908,09:45:14.77,+42:26:41.8,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/50f693ee-f4da-4db3-b1b8-02c3d4cd4a5c.png
313,588009367474405596,09:29:18.48,+55:07:10.9,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/1aefbda3-f473-489a-81b5-130de55bef4d.png
314,587739153351901762,07:49:47.38,+16:06:20.7,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/e38dc705-5faa-4e58-9a85-12aa81f24a9b.png
315,587736809375006727,13:47:32.80,+14:24:06.0,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/34f1b8cb-0354-4934-b8b4-114953260fe9.png
316,588017948275769491,11:48:09.03,+42:10:35.9,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/7d06f6b0-93fe-45c3-9900-525c69613177.png
317,587732701260939380,11:32:58.79,+06:26:13.4,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/3e1982c8-dd70-4564-8d10-6bcb9ade51e1.png
318,587731511547723967,03:38:47.85,-00:56:53.6,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/5aa03d52-6587-4da5-8a4e-fd8aaaf79ba0.png
319,587735665314103467,15:44:51.39,+43:41:50.9,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/afc0e716-8925-4bd6-9ac2-cfef53790908.png
320,587726033308352673,09:52:32.39,+02:29:46.1,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/67aeb523-f310-41e7-9a87-463b5f2c9101.png
321,587742615635296640,15:59:35.00,+15:06:12.0,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/b85b8001-044e-4376-8607-45cca617c02d.png
322,587731868015263863,10:04:00.38,+48:51:45.3,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/fc807aa0-cd79-4124-a06e-55c742cf00ec.png
323,587725490524520566,17:03:55.74,+60:24:27.3,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/37c6e6db-eefb-45da-9f72-b75c05eda5c0.png
324,587730773348516093,23:28:23.16,+13:52:03.0,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/420796f1-140d-4311-ac0c-5c655b58f07d.png
325,588017979441152182,14:29:17.05,+35:54:56.2,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/0377e0d2-3daf-4f09-9f24-b41d037ce3e0.png
326,587725775066956163,07:40:06.87,+40:06:16.0,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/d46f95f7-20e7-451b-b608-6c7fe49b5b54.png
327,587732482194014391,08:40:28.61,+33:20:52.3,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/205c917f-b453-48e1-a65d-da941b1659fb.png
