,thumbnail_path,RA,Dec,interacting
AHZ2001av9,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001av9_300_300.png,149.7545478,2.5229452,1
AHZ2001b5u,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001b5u_300_300.png,149.63725630000002,2.5648857000000005,1
AHZ2001bya,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001bya_300_300.png,149.5332362,2.5451811,1
AHZ2001c0k,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001c0k_300_300.png,149.5224549,2.609265,1
AHZ2001crr,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001crr_300_300.png,150.6745192,2.7517674,1
AHZ2001cvw,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001cvw_300_300.png,150.6654591,2.7186498,1
AHZ2001d38,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001d38_300_300.png,150.6160237,2.7916911,1
AHZ2001d4m,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001d4m_300_300.png,150.6440449,2.7413636,1
AHZ2001dzb,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001dzb_300_300.png,150.5001025,2.7873206,1
AHZ2001eb1,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001eb1_300_300.png,150.4299799,2.7167154,1
AHZ2001ech,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001ech_300_300.png,150.4334265,2.7813795,1
AHZ2001elh,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001elh_300_300.png,150.47975119999998,2.6366836,1
AHZ2001elt,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001elt_300_300.png,150.5203517,2.6349464,1
AHZ2001f42,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001f42_300_300.png,150.3494112,2.7146404,1
AHZ2001f8h,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001f8h_300_300.png,150.2704302,2.7715414000000003,1
AHZ2001fjk,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001fjk_300_300.png,150.3399197,2.6706977000000003,1
AHZ2001fpq,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001fpq_300_300.png,150.33760859999998,2.6632042,1
AHZ2001fzx,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001fzx_300_300.png,150.1594041,2.7727466,1
AHZ2001g5p,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001g5p_300_300.png,150.19273700000002,2.7225664000000003,1
AHZ2001g8i,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001g8i_300_300.png,150.1893148,2.7811804,1
AHZ2001ghk,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001ghk_300_300.png,150.080494,2.7805598,1
AHZ2001gq6,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001gq6_300_300.png,150.1735884,2.6262171000000003,1
AHZ2001guq,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001guq_300_300.png,150.10053440000002,2.6795042000000002,1
AHZ2001h9e,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001h9e_300_300.png,150.03230680000001,2.7677982000000005,1
AHZ2001hke,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001hke_300_300.png,150.02267790000002,2.6829853,1
AHZ2001hsk,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001hsk_300_300.png,149.9981979,2.6980573,1
AHZ2001i46,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001i46_300_300.png,149.943858,2.674233,1
AHZ2001izu,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001izu_300_300.png,149.8098095,2.6304519,1
AHZ2001joo,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001joo_300_300.png,149.6466024,2.6962236,1
AHZ2001k1l,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001k1l_300_300.png,149.55660680000003,2.7181374,1
AHZ2001ksi,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001ksi_300_300.png,150.5281576,2.8257717999999996,1
AHZ2001kwv,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001kwv_300_300.png,150.50089430000003,2.857477,1
AHZ2001kyy,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001kyy_300_300.png,150.45110390000002,2.8482950000000002,1
AHZ2001lf6,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001lf6_300_300.png,150.2914702,2.8318343999999995,1
AHZ2001lhl,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001lhl_300_300.png,150.2344793,2.8160215,1
AHZ2001lm8,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001lm8_300_300.png,150.2537675,2.8384673,1
AHZ2001lns,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001lns_300_300.png,150.20909939999999,2.8510869999999997,1
AHZ2001lqr,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001lqr_300_300.png,150.19127969999997,2.8228482,1
AHZ2001lwa,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001lwa_300_300.png,150.17872769999997,2.8586622999999998,1
AHZ2001m11,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001m11_300_300.png,150.0992865,2.8156618,1
AHZ2001m77,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001m77_300_300.png,150.0599025,2.8567986000000003,1
AHZ2001mgm,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001mgm_300_300.png,149.79406630000003,2.8827924,1
AHZ2001ms1,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001ms1_300_300.png,149.726098,2.815041,1
AHZ2001n4a,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001n4a_300_300.png,149.6158843,2.8216598999999998,1
AHZ2001nee,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001nee_300_300.png,149.5436319,2.8571929,1
AHZ2001nre,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001nre_300_300.png,149.6325193,2.1115006000000003,1
AHZ2001o2n,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001o2n_300_300.png,149.7765229,2.3444866,1
AHZ2001o8s,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001o8s_300_300.png,149.68090569999998,2.4793901000000003,1
AHZ2001o9a,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001o9a_300_300.png,149.68239680000002,2.4732397999999995,1
AHZ2001oa4,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001oa4_300_300.png,149.5719302,2.5545013,1
AHZ2000a0t,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000a0t_300_300.png,150.53979630000003,1.8599308,0
AHZ20015mi,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ20015mi_300_300.png,150.5513051,2.5164624,0
AHZ2000x1s,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000x1s_300_300.png,150.3960066,2.3775468999999996,0
AHZ10002hc,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ10002hc_300_300.png,214.47935690000003,52.6369211,0
AHZ2000c7x,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000c7x_300_300.png,150.13290590000003,1.8592185,0
AHZ20017a1,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ20017a1_300_300.png,150.25904690000002,2.4614084,0
AHZ40002pn,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ40002pn_300_300.png,53.2655657,-27.8672799,0
AHZ2000owr,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000owr_300_300.png,150.4803928,2.1342449,0
AHZ2001kpg,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001kpg_300_300.png,150.64251769999998,2.838376,0
AHZ2000mw7,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000mw7_300_300.png,149.5244402,1.9883011000000002,0
AHZ2000y4e,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000y4e_300_300.png,150.27670569999998,2.3952785,0
AHZ20009i0,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ20009i0_300_300.png,150.4332133,1.9436296000000002,0
AHZ20018du,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ20018du_300_300.png,150.0635251,2.4981253,0
AHZ2000sdk,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000sdk_300_300.png,149.9053048,2.1989799999999997,0
AHZ2001i4a,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001i4a_300_300.png,149.9670073,2.6964005,0
AHZ2000wpo,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000wpo_300_300.png,150.4959198,2.3802312999999997,0
AHZ2000n3l,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000n3l_300_300.png,150.7477731,2.2590585,0
AHZ2001e3j,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001e3j_300_300.png,150.4756281,2.7635918,0
AHZ2001j4s,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001j4s_300_300.png,149.6756743,2.7432793999999996,0
AHZ200039r,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ200039r_300_300.png,150.2520178,1.7631729,0
AHZ20010df,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ20010df_300_300.png,149.907487,2.4212812,0
AHZ2000kfc,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000kfc_300_300.png,150.0545696,1.9721772000000002,0
AHZ20015s7,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ20015s7_300_300.png,150.5162833,2.4729322999999996,0
AHZ2000zk3,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000zk3_300_300.png,150.2234686,2.3071392000000004,0
AHZ10004m3,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ10004m3_300_300.png,214.88571409999997,52.991434899999994,0
AHZ20006a7,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ20006a7_300_300.png,149.7273447,1.7113082999999998,0
AHZ2000w8b,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000w8b_300_300.png,150.6383815,2.3534593,0
AHZ2001k5h,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001k5h_300_300.png,149.55414919999998,2.6746982000000004,0
AHZ2000vr0,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000vr0_300_300.png,150.5916931,2.4218757,0
AHZ2001fwf,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001fwf_300_300.png,150.29207,2.6378315,0
AHZ200110j,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ200110j_300_300.png,149.95198019999998,2.3129482999999995,0
AHZ2000qrq,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000qrq_300_300.png,150.1639726,2.187362,0
AHZ100057x,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ100057x_300_300.png,215.294224,53.0905355,0
AHZ2000d9a,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000d9a_300_300.png,149.77914019999997,1.9334456999999998,0
AHZ2000l2a,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000l2a_300_300.png,149.7276369,2.1082879,0
AHZ200161o,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ200161o_300_300.png,150.4270379,2.4849666,0
AHZ2000jci,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000jci_300_300.png,150.0715288,2.1185517000000003,0
AHZ20000t1,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ20000t1_300_300.png,149.8390256,1.6020028999999998,0
AHZ2001d99,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001d99_300_300.png,150.5901997,2.7308177000000002,0
AHZ20003wr,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ20003wr_300_300.png,150.23103989999998,1.7024175,0
AHZ20010ri,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ20010ri_300_300.png,149.97156569999999,2.3553743,0
AHZ2000t9e,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000t9e_300_300.png,149.7345084,2.1808626,0
AHZ2000j2k,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000j2k_300_300.png,150.22499960000002,2.0470349999999997,0
AHZ2001g20,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001g20_300_300.png,150.1773789,2.7563324000000002,0
AHZ40003mw,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ40003mw_300_300.png,53.008989899999996,-27.7978032,0
AHZ2001lro,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001lro_300_300.png,150.17525619999998,2.8168657,0
AHZ2000i3j,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000i3j_300_300.png,150.248777,2.0727686999999997,0
AHZ2001j55,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001j55_300_300.png,149.6530901,2.7398486,0
AHZ40002qj,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ40002qj_300_300.png,53.318518999999995,-27.8807861,0
AHZ2000ni2,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000ni2_300_300.png,150.6147457,2.2310335,0
AHZ20003on,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ20003on_300_300.png,150.37962209999998,1.6274288000000001,0
AHZ20005ww,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ20005ww_300_300.png,149.8913844,1.7607220000000001,0
AHZ200026q,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ200026q_300_300.png,150.6269399,1.6919495999999998,0
AHZ2000jt9,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000jt9_300_300.png,150.0828261,2.0333773,0
AHZ2001cl5,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001cl5_300_300.png,150.731953,2.6588043999999997,0
AHZ10002m5,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ10002m5_300_300.png,214.7444017,52.71139470000001,0
AHZ2001940,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001940_300_300.png,149.9607911,2.5588515,0
AHZ2000kmf,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000kmf_300_300.png,149.95117290000002,1.9789377000000001,0
AHZ20015sq,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ20015sq_300_300.png,150.50375319999998,2.467494,0
AHZ2001ns8,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001ns8_300_300.png,149.4774768,2.0545249,0
AHZ2000m0u,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000m0u_300_300.png,149.6170936,2.1195286,0
AHZ2001bnv,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001bnv_300_300.png,149.5726325,2.4843596000000003,0
AHZ2001fz4,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001fz4_300_300.png,150.2468576,2.6265741,0
AHZ2000urc,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000urc_300_300.png,149.52320680000003,2.2515964,0
AHZ2001cz8,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001cz8_300_300.png,150.65432909999998,2.7750246,0
AHZ2001aps,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001aps_300_300.png,149.7860366,2.4900142999999995,0
AHZ20005r3,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ20005r3_300_300.png,149.9015552,1.6554368999999998,0
AHZ2000ipc,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000ipc_300_300.png,150.27114440000003,1.9868016,0
AHZ2000462,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000462_300_300.png,150.2254579,1.788902,0
AHZ2000lbu,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000lbu_300_300.png,149.7892961,2.0219529,0
AHZ2000p3m,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000p3m_300_300.png,150.4069819,2.1578892999999995,0
AHZ2001lzn,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001lzn_300_300.png,150.0998892,2.8288827000000003,0
AHZ2000og2,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000og2_300_300.png,150.4041373,2.2622464,0
AHZ20002e2,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ20002e2_300_300.png,150.5123702,1.7463206999999998,0
AHZ2000zm0,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000zm0_300_300.png,150.087451,2.3717183,0
AHZ2000e4i,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000e4i_300_300.png,149.6994096,1.9424849999999998,0
AHZ2001d2h,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001d2h_300_300.png,150.58207019999998,2.7618851,0
AHZ2000bvu,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000bvu_300_300.png,150.2150132,1.8117393,0
AHZ2001c7i,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001c7i_300_300.png,149.48825980000004,2.5362758999999997,0
AHZ2000u0l,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000u0l_300_300.png,149.6224236,2.2924544,0
AHZ2001lqc,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001lqc_300_300.png,150.2218918,2.8280154,0
AHZ20012n8,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ20012n8_300_300.png,149.558653,2.4611123,0
AHZ10000co,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ10000co_300_300.png,214.8162497,52.729200799999994,0
AHZ2000o1p,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000o1p_300_300.png,150.5639666,2.127169,0
AHZ2000p84,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000p84_300_300.png,150.406734,2.1905717,0
AHZ2000o6b,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000o6b_300_300.png,150.4901325,2.2537919,0
AHZ1000316,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ1000316_300_300.png,214.8417384,52.7528062,0
AHZ20006ad,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ20006ad_300_300.png,149.7289906,1.7852625,0
AHZ40001ch,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ40001ch_300_300.png,53.0032062,-27.9703165,0
AHZ2000bve,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000bve_300_300.png,150.227054,1.814028,0
AHZ2000gwm,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000gwm_300_300.png,150.46162990000002,2.0850146,0
AHZ10004xf,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ10004xf_300_300.png,215.11223739999997,53.0140686,0
AHZ2000rtq,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000rtq_300_300.png,149.959797,2.2126956,0
AHZ2000ppe,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000ppe_300_300.png,150.28901269999997,2.2937327,0
AHZ2000g74,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000g74_300_300.png,150.7143666,2.0303351999999997,0
AHZ20018yf,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ20018yf_300_300.png,149.92188090000002,2.5988852000000002,0
AHZ20004ho,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ20004ho_300_300.png,150.2027898,1.6760863999999998,0
AHZ20002o3,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ20002o3_300_300.png,150.41491509999997,1.7783932,0
AHZ2001mtr,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001mtr_300_300.png,149.7417256,2.7993,0
AHZ400009r,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ400009r_300_300.png,52.9665463,-28.0341049,0
AHZ4000143,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ4000143_300_300.png,53.1890167,-27.9362185,0
AHZ2000smo,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000smo_300_300.png,149.8342741,2.2141651,0
AHZ2001nq5,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001nq5_300_300.png,150.03085900000002,2.036848,0
AHZ2000qu0,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000qu0_300_300.png,150.2118176,2.1638610000000003,0
AHZ2000oqg,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000oqg_300_300.png,150.4995019,2.1793767999999996,0
AHZ2000g3u,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000g3u_300_300.png,150.7169171,1.9879789,0
AHZ20010vq,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ20010vq_300_300.png,149.9217722,2.3223317000000003,0
AHZ2000zwc,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000zwc_300_300.png,150.0181469,2.4371758999999997,0
AHZ20011a7,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ20011a7_300_300.png,149.81363149999999,2.4470497000000004,0
AHZ20010wt,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ20010wt_300_300.png,149.96938630000002,2.3130912999999995,0
AHZ2001gq9,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001gq9_300_300.png,150.1480666,2.6255876,0
AHZ2000dli,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000dli_300_300.png,149.8889978,1.8087217,0
AHZ200015a,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ200015a_300_300.png,149.58962350000002,1.6157205,0
AHZ20003gh,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ20003gh_300_300.png,150.27085569999997,1.7828595,0
AHZ2000ejx,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000ejx_300_300.png,149.7127961,1.8033618000000002,0
AHZ2001fyw,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001fyw_300_300.png,150.26593380000003,2.6899022,0
AHZ20010zq,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ20010zq_300_300.png,149.9765934,2.367582,0
AHZ2000k94,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000k94_300_300.png,149.9278449,2.0559601,0
AHZ20008op,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ20008op_300_300.png,150.5612486,1.9280599999999999,0
AHZ2000oe1,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000oe1_300_300.png,150.5375004,2.2792236,0
AHZ2001612,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001612_300_300.png,150.43154760000002,2.489043,0
AHZ2001m8c,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001m8c_300_300.png,150.0546976,2.8691445,0
AHZ2000wyq,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000wyq_300_300.png,150.41298510000001,2.4003552000000004,0
AHZ2000sqr,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000sqr_300_300.png,149.79544130000002,2.2685092,0
AHZ2000e4y,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000e4y_300_300.png,149.6608891,1.9391231,0
AHZ40001io,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ40001io_300_300.png,53.270838399999995,-27.9119195,0
AHZ2001evd,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001evd_300_300.png,150.4437465,2.6289629,0
AHZ2001lpy,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001lpy_300_300.png,150.2003551,2.8298632,0
AHZ100007e,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ100007e_300_300.png,215.3452261,53.0887228,0
AHZ2000pyv,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000pyv_300_300.png,150.3512045,2.1997533,0
AHZ200068o,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ200068o_300_300.png,149.7930128,1.7262165,0
AHZ2000lmb,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000lmb_300_300.png,149.67201359999999,2.084834,0
AHZ20007fi,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ20007fi_300_300.png,149.7046341,1.6939855,0
AHZ2000b7t,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000b7t_300_300.png,150.2287257,1.8020061,0
AHZ20001kl,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ20001kl_300_300.png,150.670362,1.7837606,0
AHZ2001ccj,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001ccj_300_300.png,149.4475491,2.4748401,0
AHZ2001m0y,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2001m0y_300_300.png,150.0788483,2.816234,0
AHZ2000dj0,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ2000dj0_300_300.png,149.81497140000002,1.7918538,0
AHZ20019ye,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ20019ye_300_300.png,149.85456269999997,2.5768331,0
AHZ40000x6,/mmfs1/scratch/hpc/60/oryan/fromMAST/thumbnails/AHZ40000x6_300_300.png,53.288827500000004,-28.0484451,0
